INPP4A,Age-related changes in gene expression/protein activity in humans
INSR,Age-related changes in gene expression/protein activity in humans
IQGAP1,Age-related changes in gene expression/protein activity in humans
IRF7,Age-related changes in gene expression/protein activity in humans
ITGAV,Age-related changes in gene expression/protein activity in humans
ITM2A,Age-related changes in gene expression/protein activity in humans
ITM2B,Age-related changes in gene expression/protein activity in humans
ITPKA,Age-related changes in gene expression/protein activity in humans
ITPKB,Age-related changes in gene expression/protein activity in humans
ITPRID2,Age-related changes in gene expression/protein activity in humans
KCNJ9,Age-related changes in gene expression/protein activity in humans
KDSR,Age-related changes in gene expression/protein activity in humans
KIF1B,Age-related changes in gene expression/protein activity in humans
KLC1,Age-related changes in gene expression/protein activity in humans
LAMP2,Age-related changes in gene expression/protein activity in humans
LEPR,Age-related changes in gene expression/protein activity in humans
LITAF,Age-related changes in gene expression/protein activity in humans
LPIN1,Age-related changes in gene expression/protein activity in humans
LPP,Age-related changes in gene expression/protein activity in humans
LRP4,Age-related changes in gene expression/protein activity in humans
LTBP1,Age-related changes in gene expression/protein activity in humans
MAL,Age-related changes in gene expression/protein activity in humans
MAOA,Age-related changes in gene expression/protein activity in humans
MAP1B,Age-related changes in gene expression/protein activity in humans
MAP2K4,Age-related changes in gene expression/protein activity in humans
MAP3K5,Age-related changes in gene expression/protein activity in humans
MAPK1,Age-related changes in gene expression/protein activity in humans
MAPK9,Age-related changes in gene expression/protein activity in humans
MAPT,Age-related changes in gene expression/protein activity in humans
MAT2A,Age-related changes in gene expression/protein activity in humans
MBNL2,Age-related changes in gene expression/protein activity in humans
MEGF8,Age-related changes in gene expression/protein activity in humans
MFAP3L,Age-related changes in gene expression/protein activity in humans
MLC1,Age-related changes in gene expression/protein activity in humans
MRPL28,Age-related changes in gene expression/protein activity in humans
MRPS12,Age-related changes in gene expression/protein activity in humans
MSN,Age-related changes in gene expression/protein activity in humans
MT1G,Age-related changes in gene expression/protein activity in humans
MT2A,Age-related changes in gene expression/protein activity in humans
MTOR,Age-related changes in gene expression/protein activity in humans
MTRR,Age-related changes in gene expression/protein activity in humans
MTSS1,Age-related changes in gene expression/protein activity in humans
MYL12A,Age-related changes in gene expression/protein activity in humans
MYO10,Age-related changes in gene expression/protein activity in humans
MYOF,Age-related changes in gene expression/protein activity in humans
NAPA,Age-related changes in gene expression/protein activity in humans
NAPG,Age-related changes in gene expression/protein activity in humans
NEBL,Age-related changes in gene expression/protein activity in humans
NECTIN3,Age-related changes in gene expression/protein activity in humans
NEK7,Age-related changes in gene expression/protein activity in humans
NFE2L2,Age-related changes in gene expression/protein activity in humans
NFKBIA,Age-related changes in gene expression/protein activity in humans
NIPBL,Age-related changes in gene expression/protein activity in humans
NKX2-2,Age-related changes in gene expression/protein activity in humans
not sure,Age-related changes in gene expression/protein activity in humans
NPC1,Age-related changes in gene expression/protein activity in humans
NR1D2,Age-related changes in gene expression/protein activity in humans
NRXN1,Age-related changes in gene expression/protein activity in humans
NT5C2,Age-related changes in gene expression/protein activity in humans
NUDT21,Age-related changes in gene expression/protein activity in humans
NUTF2,Age-related changes in gene expression/protein activity in humans
NXT2,Age-related changes in gene expression/protein activity in humans
OFD1,Age-related changes in gene expression/protein activity in humans
OGG1,Age-related changes in gene expression/protein activity in humans
OGT,Age-related changes in gene expression/protein activity in humans
OLIG2,Age-related changes in gene expression/protein activity in humans
PAK1,Age-related changes in gene expression/protein activity in humans
PALLD,Age-related changes in gene expression/protein activity in humans
PANK3,Age-related changes in gene expression/protein activity in humans
PCMT1,Age-related changes in gene expression/protein activity in humans
PDE4D,Age-related changes in gene expression/protein activity in humans
PDLIM5,Age-related changes in gene expression/protein activity in humans
PENK,Age-related changes in gene expression/protein activity in humans
PEX1,Age-related changes in gene expression/protein activity in humans
PHF3,Age-related changes in gene expression/protein activity in humans
PHLPP1,Age-related changes in gene expression/protein activity in humans
PICALM,Age-related changes in gene expression/protein activity in humans
PIK3C2A,Age-related changes in gene expression/protein activity in humans
PITPNA,Age-related changes in gene expression/protein activity in humans
PITPNB,Age-related changes in gene expression/protein activity in humans
PLD3,Age-related changes in gene expression/protein activity in humans
PLP1,Age-related changes in gene expression/protein activity in humans
PLPP1,Age-related changes in gene expression/protein activity in humans
PLXNB1,Age-related changes in gene expression/protein activity in humans
PLXNC1,Age-related changes in gene expression/protein activity in humans
PMP22,Age-related changes in gene expression/protein activity in humans
PODXL,Age-related changes in gene expression/protein activity in humans
PON2,Age-related changes in gene expression/protein activity in humans
PPFIA1,Age-related changes in gene expression/protein activity in humans
PPM1E,Age-related changes in gene expression/protein activity in humans
PPP3R1,Age-related changes in gene expression/protein activity in humans
PRDX6,Age-related changes in gene expression/protein activity in humans
PRKCB,Age-related changes in gene expression/protein activity in humans
PRKCG,Age-related changes in gene expression/protein activity in humans
PRKCZ,Age-related changes in gene expression/protein activity in humans
PTP4A2,Age-related changes in gene expression/protein activity in humans
QKI,Age-related changes in gene expression/protein activity in humans
RAB1A,Age-related changes in gene expression/protein activity in humans
RAB3A,Age-related changes in gene expression/protein activity in humans
RAB5A,Age-related changes in gene expression/protein activity in humans
RAB6A,Age-related changes in gene expression/protein activity in humans
RAD23A,Age-related changes in gene expression/protein activity in humans
RAMP1,Age-related changes in gene expression/protein activity in humans
RANBP9,Age-related changes in gene expression/protein activity in humans
RAP1B,Age-related changes in gene expression/protein activity in humans
RAP2A,Age-related changes in gene expression/protein activity in humans
RAPGEF4,Age-related changes in gene expression/protein activity in humans
RASSF2,Age-related changes in gene expression/protein activity in humans
RBBP4,Age-related changes in gene expression/protein activity in humans
RGN,Age-related changes in gene expression/protein activity in humans
RGS20,Age-related changes in gene expression/protein activity in humans
RGS4,Age-related changes in gene expression/protein activity in humans
RHOBTB3,Age-related changes in gene expression/protein activity in humans
RIN1,Age-related changes in gene expression/protein activity in humans
RIN2,Age-related changes in gene expression/protein activity in humans
RNASE1,Age-related changes in gene expression/protein activity in humans
RPS21,Age-related changes in gene expression/protein activity in humans
RPS6KA3,Age-related changes in gene expression/protein activity in humans
RYR1,Age-related changes in gene expression/protein activity in humans
S100B,Age-related changes in gene expression/protein activity in humans
S1PR1,Age-related changes in gene expression/protein activity in humans
SARS,Age-related changes in gene expression/protein activity in humans
SCN2B,Age-related changes in gene expression/protein activity in humans
SCP2,Age-related changes in gene expression/protein activity in humans
SDC2,Age-related changes in gene expression/protein activity in humans
SELENOP,Age-related changes in gene expression/protein activity in humans
SEMA3B,Age-related changes in gene expression/protein activity in humans
SEPTIN10,Age-related changes in gene expression/protein activity in humans
SEPTIN4,Age-related changes in gene expression/protein activity in humans
SLC14A1,Age-related changes in gene expression/protein activity in humans
SMC3,Age-related changes in gene expression/protein activity in humans
SMC5,Age-related changes in gene expression/protein activity in humans
SNAP23,Age-related changes in gene expression/protein activity in humans
SORT1,Age-related changes in gene expression/protein activity in humans
SPON1,Age-related changes in gene expression/protein activity in humans
SPTSSA,Age-related changes in gene expression/protein activity in humans
SRSF10,Age-related changes in gene expression/protein activity in humans
SST,Age-related changes in gene expression/protein activity in humans
STOM,Age-related changes in gene expression/protein activity in humans
SYN2,Age-related changes in gene expression/protein activity in humans
SYPL1,Age-related changes in gene expression/protein activity in humans
TAX1BP3,Age-related changes in gene expression/protein activity in humans
TCAF1,Age-related changes in gene expression/protein activity in humans
TGFBR2,Age-related changes in gene expression/protein activity in humans
TGIF1,Age-related changes in gene expression/protein activity in humans
TGM2,Age-related changes in gene expression/protein activity in humans
TGOLN2,Age-related changes in gene expression/protein activity in humans
THY1,Age-related changes in gene expression/protein activity in humans
TIMM17A,Age-related changes in gene expression/protein activity in humans
TLN1,Age-related changes in gene expression/protein activity in humans
TM4SF1,Age-related changes in gene expression/protein activity in humans
TMEM123,Age-related changes in gene expression/protein activity in humans
TMEM47,Age-related changes in gene expression/protein activity in humans
TNFRSF21,Age-related changes in gene expression/protein activity in humans
TNNT1,Age-related changes in gene expression/protein activity in humans
TOB1,Age-related changes in gene expression/protein activity in humans
TOP2B,Age-related changes in gene expression/protein activity in humans
TPBG,Age-related changes in gene expression/protein activity in humans
TPD52L2,Age-related changes in gene expression/protein activity in humans
TPPP,Age-related changes in gene expression/protein activity in humans
TRIM38,Age-related changes in gene expression/protein activity in humans
TST,Age-related changes in gene expression/protein activity in humans
TWF1,Age-related changes in gene expression/protein activity in humans
POLR1F,Age-related changes in gene expression/protein activity in humans
TXNIP,Age-related changes in gene expression/protein activity in humans
UBE2M,Age-related changes in gene expression/protein activity in humans
UBE2S,Age-related changes in gene expression/protein activity in humans
UBR5,Age-related changes in gene expression/protein activity in humans
UROS,Age-related changes in gene expression/protein activity in humans
VAT1,Age-related changes in gene expression/protein activity in humans
VCAN,Age-related changes in gene expression/protein activity in humans
VDAC1P1,Age-related changes in gene expression/protein activity in humans
VEGFA,Age-related changes in gene expression/protein activity in humans
VEGFB,Age-related changes in gene expression/protein activity in humans
VIM,Age-related changes in gene expression/protein activity in humans
VWF,Age-related changes in gene expression/protein activity in humans
WFS1,Age-related changes in gene expression/protein activity in humans
WNK1,Age-related changes in gene expression/protein activity in humans
YES1,Age-related changes in gene expression/protein activity in humans
YWHAE,Age-related changes in gene expression/protein activity in humans
YWHAZ,Age-related changes in gene expression/protein activity in humans
ZBTB1,Age-related changes in gene expression/protein activity in humans
ZBTB18,Age-related changes in gene expression/protein activity in humans
ZEB2,Age-related changes in gene expression/protein activity in humans
ZHX2,Age-related changes in gene expression/protein activity in humans
ZNF423,Age-related changes in gene expression/protein activity in humans
ZNF652,Age-related changes in gene expression/protein activity in humans
AASS,Age-related changes in gene expression/protein activity in humans
ABCE1,Age-related changes in gene expression/protein activity in humans
ABLIM1,Age-related changes in gene expression/protein activity in humans
ABR,Age-related changes in gene expression/protein activity in humans
ACADVL,Age-related changes in gene expression/protein activity in humans
ACOT9,Age-related changes in gene expression/protein activity in humans
ACP2,Age-related changes in gene expression/protein activity in humans
ACSL5,Age-related changes in gene expression/protein activity in humans
ACTN1,Age-related changes in gene expression/protein activity in humans
ACTN4,Age-related changes in gene expression/protein activity in humans
ACVR2A,Age-related changes in gene expression/protein activity in humans
ADAM10,Age-related changes in gene expression/protein activity in humans
ADAM8,Age-related changes in gene expression/protein activity in humans
ADCY3,Age-related changes in gene expression/protein activity in humans
ADK,Age-related changes in gene expression/protein activity in humans
GRK2,Age-related changes in gene expression/protein activity in humans
AES,Age-related changes in gene expression/protein activity in humans
AHR,Age-related changes in gene expression/protein activity in humans
AIDA,Age-related changes in gene expression/protein activity in humans
AIP,Age-related changes in gene expression/protein activity in humans
AKAP13,Age-related changes in gene expression/protein activity in humans
AKAP9,Age-related changes in gene expression/protein activity in humans
AKT3,Age-related changes in gene expression/protein activity in humans
AKTIP,Age-related changes in gene expression/protein activity in humans
ALDH6A1,Age-related changes in gene expression/protein activity in humans
ALOX5AP,Age-related changes in gene expression/protein activity in humans
ANK3,Age-related changes in gene expression/protein activity in humans
ANXA1,Age-related changes in gene expression/protein activity in humans
ANXA4,Age-related changes in gene expression/protein activity in humans
KDM1A,Age-related changes in gene expression/protein activity in humans
AP4S1,Age-related changes in gene expression/protein activity in humans
APBB1,Age-related changes in gene expression/protein activity in humans
API5,Age-related changes in gene expression/protein activity in humans
APOBEC3G,Age-related changes in gene expression/protein activity in humans
APPBP2,Age-related changes in gene expression/protein activity in humans
ARF3,Age-related changes in gene expression/protein activity in humans
ARFGEF1,Age-related changes in gene expression/protein activity in humans
ARFIP1,Age-related changes in gene expression/protein activity in humans
ARHGEF18,Age-related changes in gene expression/protein activity in humans
ARHGEF3,Age-related changes in gene expression/protein activity in humans
ARHGEF7,Age-related changes in gene expression/protein activity in humans
ARHGEF9,Age-related changes in gene expression/protein activity in humans
ARIH1,Age-related changes in gene expression/protein activity in humans
ARL2BP,Age-related changes in gene expression/protein activity in humans
ARPC5L,Age-related changes in gene expression/protein activity in humans
ARPP19,Age-related changes in gene expression/protein activity in humans
ASCC1,Age-related changes in gene expression/protein activity in humans
ASF1A,Age-related changes in gene expression/protein activity in humans
ASL,Age-related changes in gene expression/protein activity in humans
ATF2,Age-related changes in gene expression/protein activity in humans
ATG4B,Age-related changes in gene expression/protein activity in humans
ATOX1,Age-related changes in gene expression/protein activity in humans
ATP5O,Age-related changes in gene expression/protein activity in humans
ATP7A,Age-related changes in gene expression/protein activity in humans
ATRX,Age-related changes in gene expression/protein activity in humans
AUH,Age-related changes in gene expression/protein activity in humans
B4GAT1,Age-related changes in gene expression/protein activity in humans
B3GNT2,Age-related changes in gene expression/protein activity in humans
B4GALT1,Age-related changes in gene expression/protein activity in humans
BACH2,Age-related changes in gene expression/protein activity in humans
BCL11B,Age-related changes in gene expression/protein activity in humans
BIN1,Age-related changes in gene expression/protein activity in humans
BIRC2,Age-related changes in gene expression/protein activity in humans
BLMH,Age-related changes in gene expression/protein activity in humans
BNIP3,Age-related changes in gene expression/protein activity in humans
BNIP3L,Age-related changes in gene expression/protein activity in humans
BOP1,Age-related changes in gene expression/protein activity in humans
BRAF,Age-related changes in gene expression/protein activity in humans
BRAP,Age-related changes in gene expression/protein activity in humans
C13orf15,Age-related changes in gene expression/protein activity in humans
C16orf33,Age-related changes in gene expression/protein activity in humans
C2orf3,Age-related changes in gene expression/protein activity in humans
C5orf13,Age-related changes in gene expression/protein activity in humans
RIPOR2,Age-related changes in gene expression/protein activity in humans
CA2,Age-related changes in gene expression/protein activity in humans
CADM1,Age-related changes in gene expression/protein activity in humans
CAMKK2,Age-related changes in gene expression/protein activity in humans
CAPN2,Age-related changes in gene expression/protein activity in humans
CAPN7,Age-related changes in gene expression/protein activity in humans
CARHSP1,Age-related changes in gene expression/protein activity in humans
CASP1,Age-related changes in gene expression/protein activity in humans
CASP10,Age-related changes in gene expression/protein activity in humans
CBX4,Age-related changes in gene expression/protein activity in humans
CBX5,Age-related changes in gene expression/protein activity in humans
CCDC88C,Age-related changes in gene expression/protein activity in humans
CCL5,Age-related changes in gene expression/protein activity in humans
CCND2,Age-related changes in gene expression/protein activity in humans
CCNG2,Age-related changes in gene expression/protein activity in humans
CCNH,Age-related changes in gene expression/protein activity in humans
CCR7,Age-related changes in gene expression/protein activity in humans
TNFRSF4,Age-related changes in gene expression/protein activity in humans
CD244,Age-related changes in gene expression/protein activity in humans
CD27,Age-related changes in gene expression/protein activity in humans
CD28,Age-related changes in gene expression/protein activity in humans
CD2AP,Age-related changes in gene expression/protein activity in humans
CD3G,Age-related changes in gene expression/protein activity in humans
CD44,Age-related changes in gene expression/protein activity in humans
CD46,Age-related changes in gene expression/protein activity in humans
CD47,Age-related changes in gene expression/protein activity in humans
CD5,Age-related changes in gene expression/protein activity in humans
CD55,Age-related changes in gene expression/protein activity in humans
CD58,Age-related changes in gene expression/protein activity in humans
CD59,Age-related changes in gene expression/protein activity in humans
CD7,Age-related changes in gene expression/protein activity in humans
CD96,Age-related changes in gene expression/protein activity in humans
CDC16,Age-related changes in gene expression/protein activity in humans
CDK13,Age-related changes in gene expression/protein activity in humans
CDC42EP3,Age-related changes in gene expression/protein activity in humans
CDC5L,Age-related changes in gene expression/protein activity in humans
CDV3,Age-related changes in gene expression/protein activity in humans
CDYL,Age-related changes in gene expression/protein activity in humans
ADAP1,Age-related changes in gene expression/protein activity in humans
ARAP3,Age-related changes in gene expression/protein activity in humans
CEP57,Age-related changes in gene expression/protein activity in humans
CETN3,Age-related changes in gene expression/protein activity in humans
CFDP1,Age-related changes in gene expression/protein activity in humans
CFLAR,Age-related changes in gene expression/protein activity in humans
CHPT1,Age-related changes in gene expression/protein activity in humans
CHST2,Age-related changes in gene expression/protein activity in humans
CITED2,Age-related changes in gene expression/protein activity in humans
CLIC1,Age-related changes in gene expression/protein activity in humans
CLN8,Age-related changes in gene expression/protein activity in humans
CLPX,Age-related changes in gene expression/protein activity in humans
CMAS,Age-related changes in gene expression/protein activity in humans
CNIH4,Age-related changes in gene expression/protein activity in humans
CNOT8,Age-related changes in gene expression/protein activity in humans
COG5,Age-related changes in gene expression/protein activity in humans
COPA,Age-related changes in gene expression/protein activity in humans
COX11,Age-related changes in gene expression/protein activity in humans
COX4I1,Age-related changes in gene expression/protein activity in humans
CPD,Age-related changes in gene expression/protein activity in humans
CPSF1,Age-related changes in gene expression/protein activity in humans
CPT1B,Age-related changes in gene expression/protein activity in humans
CR2,Age-related changes in gene expression/protein activity in humans
CREBL2,Age-related changes in gene expression/protein activity in humans
CREBZF,Age-related changes in gene expression/protein activity in humans
CRTC3,Age-related changes in gene expression/protein activity in humans
CSNK1A1,Age-related changes in gene expression/protein activity in humans
CSNK2A1,Age-related changes in gene expression/protein activity in humans
CSNK2A2,Age-related changes in gene expression/protein activity in humans
CTBP1,Age-related changes in gene expression/protein activity in humans
CTBS,Age-related changes in gene expression/protein activity in humans
CTNNA1,Age-related changes in gene expression/protein activity in humans
CTSA,Age-related changes in gene expression/protein activity in humans
CUL4B,Age-related changes in gene expression/protein activity in humans
CXCR3,Age-related changes in gene expression/protein activity in humans
ACKR3,Age-related changes in gene expression/protein activity in humans
CYB561,Age-related changes in gene expression/protein activity in humans
CYFIP1,Age-related changes in gene expression/protein activity in humans
NSG1,Age-related changes in gene expression/protein activity in humans
DAAM1,Age-related changes in gene expression/protein activity in humans
DBP,Age-related changes in gene expression/protein activity in humans
DCHS1,Age-related changes in gene expression/protein activity in humans
DCK,Age-related changes in gene expression/protein activity in humans
DDT,Age-related changes in gene expression/protein activity in humans
DDX11,Age-related changes in gene expression/protein activity in humans
DDX12P,Age-related changes in gene expression/protein activity in humans
DDX17,Age-related changes in gene expression/protein activity in humans
DEAF1,Age-related changes in gene expression/protein activity in humans
DEDD,Age-related changes in gene expression/protein activity in humans
DEFA1,Age-related changes in gene expression/protein activity in humans
DFFB,Age-related changes in gene expression/protein activity in humans
DGCR8,Age-related changes in gene expression/protein activity in humans
DHX15,Age-related changes in gene expression/protein activity in humans
DICER1,Age-related changes in gene expression/protein activity in humans
DIMT1,Age-related changes in gene expression/protein activity in humans
DKK3,Age-related changes in gene expression/protein activity in humans
DLG1,Age-related changes in gene expression/protein activity in humans
DNAJA2,Age-related changes in gene expression/protein activity in humans
DNTTIP2,Age-related changes in gene expression/protein activity in humans
DPEP2,Age-related changes in gene expression/protein activity in humans
DPH5,Age-related changes in gene expression/protein activity in humans
DPYD,Age-related changes in gene expression/protein activity in humans
DSC1,Age-related changes in gene expression/protein activity in humans
DUSP10,Age-related changes in gene expression/protein activity in humans
DUSP2,Age-related changes in gene expression/protein activity in humans
DUSP4,Age-related changes in gene expression/protein activity in humans
DUSP5,Age-related changes in gene expression/protein activity in humans
DUSP6,Age-related changes in gene expression/protein activity in humans
DYRK1A,Age-related changes in gene expression/protein activity in humans
DYRK2,Age-related changes in gene expression/protein activity in humans
DYRK4,Age-related changes in gene expression/protein activity in humans
EBNA1BP2,Age-related changes in gene expression/protein activity in humans
EDAR,Age-related changes in gene expression/protein activity in humans
EDEM3,Age-related changes in gene expression/protein activity in humans
EGLN1,Age-related changes in gene expression/protein activity in humans
EGR2,Age-related changes in gene expression/protein activity in humans
EGR3,Age-related changes in gene expression/protein activity in humans
AGO2,Age-related changes in gene expression/protein activity in humans
EIF3M,Age-related changes in gene expression/protein activity in humans
EIF4A1,Age-related changes in gene expression/protein activity in humans
EIF4B,Age-related changes in gene expression/protein activity in humans
EIF4G3,Age-related changes in gene expression/protein activity in humans
EIF5A,Age-related changes in gene expression/protein activity in humans
ELAVL1,Age-related changes in gene expression/protein activity in humans
ELF2,Age-related changes in gene expression/protein activity in humans
ELMO3,Age-related changes in gene expression/protein activity in humans
ELOVL5,Age-related changes in gene expression/protein activity in humans
ADGRE1,Age-related changes in gene expression/protein activity in humans
EPB41,Age-related changes in gene expression/protein activity in humans
EPB41L2,Age-related changes in gene expression/protein activity in humans
EPS8,Age-related changes in gene expression/protein activity in humans
ETF1,Age-related changes in gene expression/protein activity in humans
ETNK1,Age-related changes in gene expression/protein activity in humans
ETV6,Age-related changes in gene expression/protein activity in humans
EXOC5,Age-related changes in gene expression/protein activity in humans
EXOC7,Age-related changes in gene expression/protein activity in humans
FCMR,Age-related changes in gene expression/protein activity in humans
FANCL,Age-related changes in gene expression/protein activity in humans
FBXL4,Age-related changes in gene expression/protein activity in humans
FBXW11,Age-related changes in gene expression/protein activity in humans
FCGBP,Age-related changes in gene expression/protein activity in humans
FEZ1,Age-related changes in gene expression/protein activity in humans
FGFR1,Age-related changes in gene expression/protein activity in humans
FHOD1,Age-related changes in gene expression/protein activity in humans
FKBP1A,Age-related changes in gene expression/protein activity in humans
FKBP5,Age-related changes in gene expression/protein activity in humans
FLI1,Age-related changes in gene expression/protein activity in humans
FLNA,Age-related changes in gene expression/protein activity in humans
FLNB,Age-related changes in gene expression/protein activity in humans
FLOT2,Age-related changes in gene expression/protein activity in humans
FLT3LG,Age-related changes in gene expression/protein activity in humans
FNTA,Age-related changes in gene expression/protein activity in humans
FOXO1,Age-related changes in gene expression/protein activity in humans
FRAG1,Age-related changes in gene expression/protein activity in humans
FRY,Age-related changes in gene expression/protein activity in humans
FUS,Age-related changes in gene expression/protein activity in humans
FXR1,Age-related changes in gene expression/protein activity in humans
FZR1,Age-related changes in gene expression/protein activity in humans
G3BP1,Age-related changes in gene expression/protein activity in humans
G3BP2,Age-related changes in gene expression/protein activity in humans
G6PD,Age-related changes in gene expression/protein activity in humans
GABPA,Age-related changes in gene expression/protein activity in humans
GAL3ST4,Age-related changes in gene expression/protein activity in humans
GALK2,Age-related changes in gene expression/protein activity in humans
GALNT7,Age-related changes in gene expression/protein activity in humans
GAPVD1,Age-related changes in gene expression/protein activity in humans
RALGAPA1,Age-related changes in gene expression/protein activity in humans
GART,Age-related changes in gene expression/protein activity in humans
GDE1,Age-related changes in gene expression/protein activity in humans
GDI2,Age-related changes in gene expression/protein activity in humans
GFPT1,Age-related changes in gene expression/protein activity in humans
GGA2,Age-related changes in gene expression/protein activity in humans
GGH,Age-related changes in gene expression/protein activity in humans
GIT2,Age-related changes in gene expression/protein activity in humans
GLE1,Age-related changes in gene expression/protein activity in humans
GLRX,Age-related changes in gene expression/protein activity in humans
GLUD1,Age-related changes in gene expression/protein activity in humans
GNA11,Age-related changes in gene expression/protein activity in humans
GNA12,Age-related changes in gene expression/protein activity in humans
GNA13,Age-related changes in gene expression/protein activity in humans
GOLGA4,Age-related changes in gene expression/protein activity in humans
GOLGB1,Age-related changes in gene expression/protein activity in humans
GOSR2,Age-related changes in gene expression/protein activity in humans
GP5,Age-related changes in gene expression/protein activity in humans
GRAP2,Age-related changes in gene expression/protein activity in humans
GRK5,Age-related changes in gene expression/protein activity in humans
GSPT1,Age-related changes in gene expression/protein activity in humans
GYG1,Age-related changes in gene expression/protein activity in humans
GYPC,Age-related changes in gene expression/protein activity in humans
HABP4,Age-related changes in gene expression/protein activity in humans
HADHA,Age-related changes in gene expression/protein activity in humans
HBP1,Age-related changes in gene expression/protein activity in humans
HDAC9,Age-related changes in gene expression/protein activity in humans
HERC1,Age-related changes in gene expression/protein activity in humans
HERC3,Age-related changes in gene expression/protein activity in humans
HERC4,Age-related changes in gene expression/protein activity in humans
HERC6,Age-related changes in gene expression/protein activity in humans
HIPK3,Age-related changes in gene expression/protein activity in humans
HMOX2,Age-related changes in gene expression/protein activity in humans
HNRNPD,Age-related changes in gene expression/protein activity in humans
HOPX,Age-related changes in gene expression/protein activity in humans
HPGD,Age-related changes in gene expression/protein activity in humans
AGFG1,Age-related changes in gene expression/protein activity in humans
AGFG2,Age-related changes in gene expression/protein activity in humans
HSF2,Age-related changes in gene expression/protein activity in humans
HSP90AB1,Age-related changes in gene expression/protein activity in humans
HSP90B1,Age-related changes in gene expression/protein activity in humans
CILK1,Age-related changes in gene expression/protein activity in humans
ID2,Age-related changes in gene expression/protein activity in humans
IDS,Age-related changes in gene expression/protein activity in humans
IGBP1,Age-related changes in gene expression/protein activity in humans
IGF1R,Age-related changes in gene expression/protein activity in humans
IKZF1,Age-related changes in gene expression/protein activity in humans
IL15,Age-related changes in gene expression/protein activity in humans
IL6ST,Age-related changes in gene expression/protein activity in humans
ING1,Age-related changes in gene expression/protein activity in humans
ING2,Age-related changes in gene expression/protein activity in humans
INPP4B,Age-related changes in gene expression/protein activity in humans
INVS,Age-related changes in gene expression/protein activity in humans
IRS1,Age-related changes in gene expression/protein activity in humans
IRS2,Age-related changes in gene expression/protein activity in humans
ISCA1,Age-related changes in gene expression/protein activity in humans
ITCH,Age-related changes in gene expression/protein activity in humans
ITGA6,Age-related changes in gene expression/protein activity in humans
ITGB2,Age-related changes in gene expression/protein activity in humans
ITK,Age-related changes in gene expression/protein activity in humans
ITPR2,Age-related changes in gene expression/protein activity in humans
KDM5B,Age-related changes in gene expression/protein activity in humans
JMJD1A,Age-related changes in gene expression/protein activity in humans
KDM3B,Age-related changes in gene expression/protein activity in humans
KDM6B,Age-related changes in gene expression/protein activity in humans
KIAA0999,Age-related changes in gene expression/protein activity in humans
KIF2A,Age-related changes in gene expression/protein activity in humans
KIF3B,Age-related changes in gene expression/protein activity in humans
KIF5B,Age-related changes in gene expression/protein activity in humans
KLF3,Age-related changes in gene expression/protein activity in humans
KLF6,Age-related changes in gene expression/protein activity in humans
KLF7,Age-related changes in gene expression/protein activity in humans
KLRD1,Age-related changes in gene expression/protein activity in humans
KLRF1,Age-related changes in gene expression/protein activity in humans
KPNA4,Age-related changes in gene expression/protein activity in humans
KPNA5,Age-related changes in gene expression/protein activity in humans
KRT1,Age-related changes in gene expression/protein activity in humans
KTN1,Age-related changes in gene expression/protein activity in humans
CERS6,Age-related changes in gene expression/protein activity in humans
LBH,Age-related changes in gene expression/protein activity in humans
LCK,Age-related changes in gene expression/protein activity in humans
LDLRAP1,Age-related changes in gene expression/protein activity in humans
LEF1,Age-related changes in gene expression/protein activity in humans
LGALS1,Age-related changes in gene expression/protein activity in humans
LGTN,Age-related changes in gene expression/protein activity in humans
LIMK2,Age-related changes in gene expression/protein activity in humans
LMAN1,Age-related changes in gene expression/protein activity in humans
LNPEP,Age-related changes in gene expression/protein activity in humans
LOC220594,Age-related changes in gene expression/protein activity in humans
ADGRL1,Age-related changes in gene expression/protein activity in humans
IRAG2,Age-related changes in gene expression/protein activity in humans
LRP8,Age-related changes in gene expression/protein activity in humans
LSM2,Age-related changes in gene expression/protein activity in humans
LSM4,Age-related changes in gene expression/protein activity in humans
LSS,Age-related changes in gene expression/protein activity in humans
LST1,Age-related changes in gene expression/protein activity in humans
MACF1,Age-related changes in gene expression/protein activity in humans
MAD1L1,Age-related changes in gene expression/protein activity in humans
MAF,Age-related changes in gene expression/protein activity in humans
MAFF,Age-related changes in gene expression/protein activity in humans
MAFG,Age-related changes in gene expression/protein activity in humans
MAN1A2,Age-related changes in gene expression/protein activity in humans
MAN1C1,Age-related changes in gene expression/protein activity in humans
MAP3K2,Age-related changes in gene expression/protein activity in humans
MAP3K8,Age-related changes in gene expression/protein activity in humans
MAP4,Age-related changes in gene expression/protein activity in humans
MAP4K1,Age-related changes in gene expression/protein activity in humans
MAPK14,Age-related changes in gene expression/protein activity in humans
MAPRE2,Age-related changes in gene expression/protein activity in humans
MAX,Age-related changes in gene expression/protein activity in humans
MBNL1,Age-related changes in gene expression/protein activity in humans
MBP,Age-related changes in gene expression/protein activity in humans
MCL1,Age-related changes in gene expression/protein activity in humans
MCM4,Age-related changes in gene expression/protein activity in humans
MCTS1,Age-related changes in gene expression/protein activity in humans
ME1,Age-related changes in gene expression/protein activity in humans
MED16,Age-related changes in gene expression/protein activity in humans
MED21,Age-related changes in gene expression/protein activity in humans
MED28,Age-related changes in gene expression/protein activity in humans
METTL1,Age-related changes in gene expression/protein activity in humans
MFHAS1,Age-related changes in gene expression/protein activity in humans
